text,,rate
@AmericanAir very disappointed. Had 2 change flight 4 death and your options are horrible. Will no longer be flying with you. Shame on u.,0,-0.9441
@AmericanAir this is the worst airlines ever . So disorganized . so rude . so terrible all around,0,-0.9443
@united YOU REALLY FUCKED MY NIGHT UP WITH ALL THESE DAMN DELAYS YOU ASSHOLES,0,-0.9444
Btw @united you're the worst. If cats pissed on this plane and the baby next to me puked on my chest my experience would be no worse.,0,-0.9468
@united worst airline ever! Waste of money meant for trip on airport food! Excuses excuses excuses! Ur pilots r even embarrassed! BRUTAL,0,-0.9469
@united &gt;70 mins for bags off UA980? Your incompetent ops never cease to amaze. Plane full of passengers all pissed at NYE FU from #UAL,0,-0.9484
What @united did to this poor autistic girl and her family is disgusting! Shame on you! Ignorance and stupidity beyond belief!!!,0,-0.9493
@AmericanAir The Worst Airline In The World!!! Awful staff!! Rude. inefficient. lazy. unpleasant and always late !!!,0,-0.9507
@DeltaAssist VERY  POOR BAD SERVICE FROM CUSTOMER SERVICE WHO WILL NOT HONOUR ORIGINAL AIR POINTS MEMBERSHIP ON TICKET AN ALLIANCE OF DELTA,0,-0.9525
FUCK YOU @united shittiest airline ever eat shit and die,0,-0.9526
it__s time to pay up. no one wants fashion to die for. 1134 garment workers dead. NO compensation! @united colours of Benetton. Shameful.,0,-0.9533
@united has the worst customer service of all time.  I understand things happen but they just make bad situation so much worse.  Rude.,0,-0.9536
Fly @SouthwestAir every year with no problems but today was awful! Bag was destroyed and the workers at baggage claim at ALB were TERRIBLE.,0,-0.9538
@united is the worst airline I've ever flown. Worst customer service. Worst flight attendant. Worst accountability. #unitedistheworst,0,-0.9545
@AmericanAir worst flight I ever been on. Bad customer service. lost two of my luggages and worst of all landing was horrible #neveragain,0,-0.9552
@AmericanAir WTF! Second delay to my flight to Texas.  this is shitty as fuck. Missed my connecting flight to Chicago.... Still no ETA,0,-0.956
@AmericanAir American Airlines is the worst airline I have ever flown. Inconsiderate. rude. deceitful. and shitty in nearly every way. Avoid,0,-0.9565
@united is the worst airline. Rude flight attendants. Horrible customer service! No pre-board for families with small children!!  The worst!,0,-0.9588
Stuck in Tokyo after @united cancelled flight after a VERY LONG delay. Poor communication. no ETA or next steps. Lousy service. just chaotic,0,-0.9595
Fighting the crowds is bad. but flying @united  is the worst. These people have no hospitality and are rude. No TP in the bathroom either. ,0,-0.9598
@AmericanAir   I am soooo pissed.  This is very frustrating and I now hate AA.  They are the worst.  They have poor customer service.,0,-0.9601
Can always count on @united to have the rudest check in employees #LAX and the worst planes. AC broken. Miserable stuff. Get fucked.,0,-0.9601
@united fuck you fuck you fuck you. You have HORRIBLE customer service and I hate you.,0,-0.9609
Sooooo I've said it before. but this time I mean it. I will NEVER fly @AmericanAir again in my life. worst worst worst,0,-0.9636
@AlaskaAir FUCK YOU YOU FUCKING PIECE OF SHIT AIRLINES. NEVER FUCKINF FLYING WITH YOU ASSHOLES EVER AGAIN. FUCK YOU,0,-0.965
Fuck @VirginAmerica and their trash ass. buses ass customer service. Stupid pieces of shit. Never fly with these fucks again. NEVER,0,-0.9666
I probably been to all the states in the past 24 hours BUT New York  I hate hate hate hate hate you @united,0,-0.9822
Are you going to cry @SouthwestAir: fuck fuck fuck cunt cunt shit ass whore tits motherfucker. Go fuck yourself!,0,-0.9916
@AmericanAir SUCKS. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK. YOU SUCK.,0,-0.9935
FUCK YOU @SouthwestAir FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU FUCK YOU you owe me $122 FUCK YOU bye,0,-0.9941
