,index,text
75310,80276,thanks @JetBlue for cancelling my flight. moving my flight without my permission. and screwing up my whole schedule! #JFK to #ROC.
75311,80277,"Oh how I miss my ""A"" status on @SouthwestAir!! Heading out to the balmy northeast today. I must be nuts."
75314,80281,Really pissed at @JetBlue right now. Had to change my flight to wed&amp;they email me now saying im going to leave Thursday w/out explaining why
75319,80286,I have a feeling I will be on hold with @JetBlue trying to rebook my flight to NYC as long as it would take to fly there. Dang you Juno!
75325,80292,@SouthwestAir maybe you shouldnt fill flights so much that passengers can never store their carry-ons anywhere near them. #justsaying
75326,80293,Gosh! there is no advantage to being a @united platinum member. Insane lines on monday mornings at the premier security lane.. #consulting
75333,80300,@united my mom lost her conection flight from houston to nreark. nj. Is there any more flights coming this way?
75334,80301,Not even having a row to myself can outweigh the disappointment of @JetBlue  not having chocolate chip cookies on my flight.
75335,80302,Had the best time in NYC this weekend. Hoping our 2pm flight on @united doesn't get cancelled.
75337,80304,@JetBlue is the 425 flight from Orlando to laguardia tomorrow cancelled? Nothing is showing up online.
75343,80310,@AmericanAir I've been waiting on a call back since this tweet
75345,80312,@Jetblue #jetbluejfk Nothing like a flight delay because the crew refused to fly to Rochester!
75350,80318,@JetBlue what is the status in DEN to BOS as of now. the jetblue app and site are both not working
75352,80320,@JetBlue you move me to Fri nite flite from Wed and give me no seat! Really bad mgmt of customer relations
75354,80322,. @JetBlue I have a Wednesday flight from #BOS... why no fee waiver on changes? MassPort says no flights until Thursday. #Juno #travel
75362,80331,Been sitting on this @AlaskaAir plane at SNA for 45 min waiting for repair. Of course they play music that you'd expect to hear when you die
75367,80338,@DeltaAssist Is Delta flight 415. JFK to SFO for tomorrow. 1/27. going to be cancelled?
75371,80342,@JetBlue Do you expect to cancel flight 993 today? If so can I change to Wednesday?
75373,80344,@JetBlue i want to cancel the first leg of my trip to Arizona and keep the flight home but I can get it to work. Any assistance I can get?
75375,80346,@DeltaAssist e ticket no 0067515788796 Delta cnfm no G7F5O8 reached on time but was bumped off with vague excuses despite web checkin.
75376,80347,Blizzard headed for NY and we are delayed bc we are missing our pilot!!?? Hope he gets here b4 the snow REALLY kicks in! @JetBlue #anxiety
75377,80349,@JetBlue is literally the absolute WORST.  I do not know why my mother continues to book flights with them. #neveragain #puttingmyfootdown
75383,80355,I've been on hold with @AmericanAir for 2hrs 30mins. Best way to spend your last day of vacation in South America!!  (end sarcasm)
75388,80360,@JetBlue if I have a cancelled flight tomorrow (FLL&gt;BDL) any vacancies to try and fly out today? What options do I have? Can't get ahold..
75397,80369,@JetBlue I hear Logan may be closed most of Wednesday. When will we know if our 2:40pm Wed BOS to JFK is cancelled?
75403,80375,thx @JetBlue for cancelling my flight &amp; vacation while other airlines took off today. plane getting stuck more important than customers?
75424,80397,@americanair I always go thru some bullshit with you guys ... This the last time ... I'm sticking to Virgin Airlines
75427,80400,@united This is why I don't fly your airline. that and you're never on time. http://t.co/nLNZU0qpls
75429,80402,@DeltaAssist conf # GJ4O9V appears i will miss my connection in DTW please advise
75439,80412,Yikes. trying to call @VirginAmerica and there's a 24-minute wait. Looks like a lot of ppl canceling flights on the east coast.
75447,80420,Sucks for everyone who bought the $32 @JetBlue flights that are now grounded because of #blizzardof2015. #jokesonyou
75448,80421,@SouthwestAir how is travel to Cleveland looking on Thursday? Expecting issues there from the snow storms?
75450,80423,@DeltaAssist - fix msp seat locking. Worthless. Why stick a play in a middle seat?!?!
75453,80427,"@united $800 2 buy up status when I need 3000 miles. told the supervisor I was going to leave over it. Was told _you do what you have to do"""
75461,80435,But I do miss @AmericanAir #lapchild I'll need to book a flight with you guys soon.
75467,80441,@AmericanAir Are flights to NYC for tomorrow going be cancelled? If so. when will you announce about it?
75470,80444,@DeltaAssist Wife and I flew roundtrip with KLM late Dec. entered skymiles info. but aren't seeing Skymiles credit for the return. Help plz?
75474,80448,"San Jose to PDX flight delayed. ""Waiting for a part from Oakland."" Looking at traffic on I-880. hope they're flying it down. :( @AlaskaAir"
75476,80450,@VirginAmerica Twiddling my thumbs on hold with 800FLYVIRG. so: if my tickets were less than $150. will cancelation fee still be $150?
75478,80452,@DeltaAssist the app sure is wonky when you have a rebook. Is this a known issue?
75479,80453,@VirginAmerica why cancel flight for tomorrow today? This limbo status blows hard _ and waiting FOREVER for an agent blows even harder!!
75482,80456,Come on @JetBlue... get me home before this storm. Pleeeeeeeease don't delay my flight anymore!
75484,80458,@AmericanAir my entertainment screen is broken.. ___ http://t.co/T3Fk2DYyTg
75486,80460,@united I just received an email saying you've re-bked my flight for a later date/time in the week. Who do I contact to cancel this?
75488,80462,My response from @jetblue when I asked for follow up on an issue from jam 9 2015. #JetBlue #jetbluelies #jetbluefail http://t.co/7WTHovncEt
75489,80463,@AmericanAir Where is the inbound aircraft for AA3656 coming from?  Trying to determine possibility of delay due to NE storms.
75494,80470,@AmericanAir YEs. they are the problem
75499,80475,in all seriousness this has never happened to me before so how do i change my flight now without paying $1/min on the phone cc @AmericanAir
75502,80478,@JetBlue stuck in Aruba. need to rebook my flight
75503,80479,@SouthwestAir . Musicians' ability to fly w/ instruments is a big issue to our community. your airline is a bad choice for musicians.
75505,80481,Hey @JetBlue deliver me to FLA today and I'll never fly another airline. Promise. #mosaicforlife
75517,80494,@VirginAmerica need to change flight  for one passenger on conf # GXBZHS to 6:55 pm flight Fll to lax 1/27. Can't wait 30 mins on cell hold.
75520,80497,@DeltaAssist are inbound flights to Laguardia cancelled Tuesday???????????
75521,80498,#breaking @united announcing it will cancel ALL flights at #EWR #LGA #JFK #BOS #PHL TUESDAY. And many flights tonight have been cancelled.
75522,80499,@JetBlue is flight 170 out of ft lauderdale still scheduled to leave at 3:10?
75523,80500,@DeltaAssist do you think flights will be cancelled into EWR on 1/27?  Not sure if I should rebook.
75525,80502,Kudos to @AlaskaAir for getting us a new plane and avoiding a two hour delay.
75527,80504,@JetBlue is FLIGHT 1237 still scheduled (BOS-DTW)? I'm no longer able to check the status online. Thanks!
75535,80512,If you're gonna cancel my flight the least you can do is play me some good hold music @JetBlue 
75536,80513,It has now been three weeks since I last saw the bag i took on a trip to San Francisco. Lost somewhere in the baggage bureaucracy @united.
75539,80516,"Flight on @VirginAmerica is cancelled as per their email ""change it online HERE"" - but ""change"" is grayed out. Only option is cancel."
75544,80521,Hope I have no problems getting back to LA from JFK today!! #FingersCrossed @VirginAmerica
75548,80525,@VirginAmerica - Canceled NYC flight . 1hr wait on the 800# &amp; no option on the site - how can I change it? http://t.co/FINC8onONR
75549,80526,A+ service from @JetBlue (as always) on handling my cancelled flights during Snowmageddon out of NYC!! Woman I spoke w/ was a pleasure.
75550,80527,@united how do I find out if my flight on Thursday is cancelled? Website only shows to Wed. &amp; automated call only mentions tomorrow
75551,80528,Thanks @jetblue for refunding my ticket today. Stuck in New England with the storm.  Your rep was helpful and friendly.  Very easy.
75555,80532,@AmericanAir Always a crapshoot whether your planes will work. I guess one out of two isn't bad #nocheapflights
75559,80536,@VirginAmerica you guys. i can't stay mad. LA sun   &gt; NYC bitter
75568,80545,This @JetBlue flight attendant is a Muslim and it's awesome (Hijab and all)! Kicking #Islamophobia to the curve one person at a time!
75569,80546,Last meal with mom before I dodge this #blizzardof2015 @JetBlue thanks for letting me switch my flight to an earlier one today! _
75573,80550,@united any idea if New York City flights will be cancelled on Wednesday 28th?
75575,80552,"@JetBlue Site is still saying ""no flights available"" when I check status. Still possible to change to later flight via JB site if need be?"
75577,80554,I know the purists hate it. but I'm fond of the new @AmericanAir livery. It says boldly we are AMERICAN - #avgeek http://t.co/iZMyvt1BGh
75578,80555,.@SouthwestAir brought back honey roasted peanuts. Is it sad that this realization may be the high point in my day?#SmallThingsInLife
75582,80559,@DeltaAssist Q: have you already cancelled flights out of PVD on Wednesday AM? I need to get to MCO by Wednesday PM for a flight to UK
75583,80560,There is no song more soul-crushing than the country hold-music on @VirginAmerica 's 877 number. Excuse me while I go rock in a corner.
75585,80562,@JetBlue the issue has been resolved. I am now following you.
75587,80564,@VirginAmerica please cancel FTVYFM &amp; DQEGCK &amp; NGANPX. Couldn't get through phone or online.
75588,80565,"@JetBlue thank you!!! FYI. as I'm sure you know. that page isn't working -- says for any flight status inquiry ""no flights available"""
75589,80566,@AmericanAir is Flight 211 tomorrow 10.30 cancelled? x
75593,80571,In other news. my Apex flight was cancelled.  I do have an option to book a new flight for free. Thx @VirginAmerica for facilitating this!
75594,80572,Landed safely at LGA from DTW on @AmericanAir 3478. but have been stuck on runway for 45 minutes already and no gate http://t.co/dwRALl9deu
75595,80573,@DeltaAssist seat 26A. ATL 2 MSP flight 744. When was this plane inspected? Old ashtray &amp; broken. TY http://t.co/foH7VKRBST
75603,80583,Just got an email that my @VirginAmerica flight on April 5 is delayed. That is some impressive weather forecasting!
75607,80587,@JetBlue can't understand why not able to shift attendant from other flights. Have been watching flight after jetblue flight leave. #fail
75608,80588,Great job by the crew of @JetBlue flight 544 getting us into Newark safely in this bad weather http://t.co/vtaYomsHRA
75610,80590,Under @United's old miles program. I would get 17K miles for my trip to Bahrain. Under the new one: 5K. FUCK YOU SO MUCH.
75612,80592,@VirginAmerica Hi! I just cancelled a flight (I made in the past 10 minutes) - will I be receiving a confirmation email for the refund?
75614,80594,@DeltaAssist i'm serious. this is a serious problem
75620,80600,Really hoping my flight to LA isn't cancelled tonight @united 
75628,80608,Ladies and gentlemen. welcome to JFK. Local time is 3:11 PM. Local weather is awful. @JetBlue you crack me up #blizzardof2015
75644,80624,@united hi twitter team. Had the first leg of a multi-city cancel for tomorrow. Can you assist w/ a rebook? Want to cut out the CLE portion
75646,80626,"@VirginAmerica - couldn't get through on the phone or cancel online last night...paid 1st class fare. pls advise - and what is ""DM""?"
75647,80627,@AlaskaAir hoping #27 PHL-SEA makes it out tonight. Do you have any updated info? I know it's delayed. Thanks
75653,80634,Cool. @AlaskaAir doesn't have anyone to check my bag until 4pm so I have to wait 2hrs in an airport without booze #neverflyingalaskaagain
75656,80637,All @SouthwestAir flights out of Albany tomorrow have been cancelled #518wx
75659,80640,@JetBlue you cancel my 6am from from Fort Myers to JFK but have one leaving at 7pm what's with that. Talk about jumping the gun!!!
75660,80641,Afternoon @SouthwestAir flight to LGA cancelled this afternoon and tomorrow. Go to http://t.co/HpwZIM1w15 to rebook. #Blizzard
75674,80657,@JetBlue flight 299 from lga to mco is scheduled on time? Mistake? please don't cancel as soon as I get through security
75675,80658,Can't say I would wait 45 minutes on the phone for any airline other than @JetBlue _ thanks for making my changing process painless 
75681,80664,@VirginAmerica Flying LAX--&gt;JFK (nyc) on Wednesday 28th. When will we know if flight is cancelled b/c of storm?
75682,80665,@JetBlue can we find the co-pilot so we can leave? #ftlauderdale to #DC
75685,80668,@JetBlue what is the outlook for SDQ-JFK for late Wednesday? Any ideas yet?
75689,80672,@JetBlue should I expect a delay or cancellation for my flight to New York from Las Vegas on Wednesday afternoon?
75694,80677,I'm supposed to be in #Jacksonville for work tomorrow &amp; @JetBlue cancelled my flight. (Thx to weather?) Should I postpone? #Juno
75699,80683,Thanks @JetBlue for losing the only bag on my flight mine :o( Stuck in Philly with nothing for work.
75708,80694,@DeltaAssist if I was at the airport cuz you waited to cancel the flight Til now(which other airlines did immediately). I'd be stuck at LGA
75711,80697,@JetBlue do you all know if you'll be cancelling flights on Wednesday and Thursday as well do to the snow storm. I fly into JFK Thursday.
75712,80698,@DeltaAssist hello. DL345 took off from TPA at 1215 for LGA-now we're in Albany. If we don't leave soon we're stuck here for days. Solution?
75732,80718,Seems like everyone is having a bad day. At least I'm not @united who keep messing shit up. _
75733,80719,With all these flights cancelled due to the worst storm in Nyc history. glad @VirginAmerica is able to leave jfk! http://t.co/RyrE7AhnYU
75736,80722,If this blizzard prevents my friends from flying down for gasparilla. I'm going to be real pissed off..@SouthwestAir keep your shit together
75758,80745,Don't bother with silly taxi vouchers @united is offering stranded EWR passengers. Drivers won't accept them.
75762,80751,@AmericanAir even if there wasn't a winter storm. you would be canceling or delaying flights 
75764,80754,@AmericanAir came in on CX but they claim AA will not allow them to issue boarding pass.  If AA sells connections. they should be open
75767,80757,@SouthwestAir turns out you guys are like everyone else with regards to redeeming miles #restrictions #disappointed #corporateculture
75768,80758,Dear Snow. I hate you. Dear @AlaskaAir thank you for the full refund. http://t.co/sdZiRNc5Mv #blog #Blizzard2015
75772,80762,Hey @VirginAmerica  anyway to check my flight for wednesday to see if its cancelled going to NY? VX406
75782,80772,@JetBlue While waiver is in place. can I get a refund if I can't make the trip? Wed. flight not yet cancelled. Thank you!
75783,80774,Huge kudos to @AlaskaAir for getting me home ahead of storm when other (unnamed) airlines failed
75789,80780,@SouthwestAir No apology or accommodation from any staff. Arrive at 3:33 for 3:35 departure and they don't allow us on. Now a 4hr wait
75791,80782,Sad that @JetBlue has basically only one flight heading east today from LAX and the crew can't get to work on time. #singlehubsarebadideas
75794,80787,@VirginAmerica I did. still waiting for reply
75800,80793,Literally 3 hrs sorting my issue with @united airlines. Done.
75804,80797,@DeltaAssist what is the best option to to track a cancelled flight  #2444
75820,80813,@AmericanAir anyone following this account I urge you to call the FAA and make a complaint if this whole fiasco has been as bad as mine has.
75821,80814,@JetBlue Hang in there friends! Weather happens. Nothing we can do but wait it out. Stay strong &amp; see you Friday (pending the next storm)
75823,80816,This @VirginAmerica flight has a similar ambience to a vodka bar. Too bad the other passengers aren't as drunk as I am.
75828,80821,@VirginAmerica I'm flying DCA&gt; DAL tomorrow evening. Think I'll have a problem?
75830,80823,@SouthwestAir excuse me I just took a big shit in your toilets and it's not flushing
75832,80825,Way to be on it @VirginAmerica after my flights got cancelled because of #juno2015. I appreciate the alerts and calls!
75835,80828,@JetBlue Can you follow me so I can DM an issue?
75838,80832,@DeltaAssist was put on earlier Flt and promised my bag would make it. It didn't and what's worse is they can't or won't find it!!
75840,80834,@united I have to say. I was really unhappy that I missed my connecting flight. got stuck in Chicago with no $$.. And almost didn't make it
75848,80843,Oh @JetBlue. I know I'm mad at you for taking away first checked bag....but when are you getting Mint on Boston routes?!?
75854,80849,@SouthwestAir Hi I have a problem to inform by MD
75857,80852,@AlaskaAir Hi I have a problem to inform by MD
75859,80854,Still no news from Delta after to complaint @DeltaAssist
75864,80859,@JetBlue #WorstCustomerServiceEver #NeverFlyingJetBlueAgain
75865,80860,Waiting at GateC17 at O'Hareb few mins come to find out we now leave from B3 on the other side. Next time please inform us @united
75869,80864,Having @SouthwestAir on the east terminal will never not perturb me. #dia
75871,80866,@deltaassist why is it every time I fly a crj 900 1st class bathroom light is broken? Third time this week. Flt 3449. Anything you can do???
75873,80868,@DeltaAssist Whoops. sorry I'm late. I need you to follow me!
75880,80876,@united delay coming home. Late is getting later. #crewavailability #travel #MSP
75884,80880,@DeltaAssist http://t.co/sQSmrbG8zF published 35k mi forNYC/Cabo but agents I've talked to won't honor it. claim it's Aero Mexico's fault
75885,80881,I thought my trip to LA was ruined because of snow.but @JetBlue has been so helpful &amp; accommodating.BIG thanks for also having vegan snacks!
75895,80891,@JetBlue Tried that originally and was dropped after waiting on hold for 40 minutes. http://t.co/rxv1WWwLGF
75896,80892,@DeltaAssist any chance you could hold MSP-FAR while I make a mad dash from C24? Long shot I know!
75902,80899,@AmericanAir what are the chances of my Chicago to NYC flight on Wednesday being cancelled? #juno2015 #snowpocalypse
75903,80900,I don't hate @VirginAmerica #firstclass!  #champagne #itsbetterinthefront #leavinglasvegas #LAStoLAX
75904,80902,@AmericanAir - Best flight attendant ever. Jeff on #169 LAX-NRT on Saturday. Jan 24. 6M miles on AA and never had a better FA experience!
75905,80903,Hey. @SouthwestAir. Y'all lost my bag + my suit for my grandmothers funeral tomorrow. And I'm a pallbearer. What are you gonna do about it?
75911,80911,@DeltaAssist would assume it's wait listed? Does my certificate give me higher priority than normal upgrades
75913,80913,Thank you @AlaskaAir for delivering my luggage today *exactly* when you said you would. __ I once was lost but now I'm found...__
75915,80915,@DeltaAssist after waiting for 3rd plane due to mechanical on flight DL2304 I am done after this multi leg itin
75921,80921,Changed our flights to stay in CA longer. Now unhappily blizzard-delayed ppl can have our seats. and we can have more sun. Thnx. @JetBlue!
75924,80924,Flight update: @united dot com won't let me resched my flight online. Hoping they cancel so I can just rebook SEA-FLL.
75926,80926,Now crew going around offering newspapers because inflight entertainment not working (@united)
75932,80933,Glad i was able to reroute thru Amsterdam to OSL even tho newark wasn't that bad @united IAH&gt;AMS&gt;OSL or TRD works better than EWR&gt;&gt;
75943,80945,Something has gone wrong in each of my last three trips with @AlaskaAir... At least serve drinks while we wait on the ground. Boo.
75950,80952,. @SouthwestAir your flight was so bad. if its like that next time im killing myself
75955,80957,.@AmericanAir has $656 million trapped in Venezuela.  That's a lot of money. even with a profit of $2.9 billion.
75958,80960,@AmericanAir are you going to reinstate the flights cancelled for PHL tomorrow?
75961,80963,@AmericanAir you guys cancelled a ton of flights in NYC for no reason today. You better fix this
75966,80968,Stuck in #StBarth til Thursday. Thank you @JetBlue for canceling my flight!
75972,80974,@JetBlue better not cancel my flight tomorrow #StMaarten
75975,80977,@DeltaAssist - my flight was cancelled for tonight. but there is barely any snow in NYC. is there any chance the flight will be uncancelled?
75982,80984,.@SouthwestAir's magazine did a huge feature on the problems of overpraising kids: http://t.co/bAmyPS9s0l
75986,80988,@JetBlue are all flights to NYC cancelled today? My app is still saying the 6:40 is on time.
75990,80992,ha ha ha @united cancelled our flight to Austin when will this end
75994,80996,#UCCan benefit plans members: give us your email &amp; never miss updates on pay/pension/benefits! MinistryandEmployment@united-church.ca
75996,80998,@SouthwestAir I have a problem
76001,81003,@SouthwestAir Are we getting some sort of credit for this ta boggle in Midway where your cargo door broke off?  #Flight867   #AListProbs
76003,81005,Guy is complaining about lining up to board a @SouthwestAir flight like he has never done it before. The only airline that does this!
76005,81007,@JetBlue did a good job of making the best of a bad situation yesterday.  Thank you
76006,81008,@AmericanAir I purchased 3 first class tickets this summer and my flights were downgraded to coach.You refused to give me a voucher. #crappy
76011,81013,.@JetBlue If your hold music is designed to make me want to hang up &amp; never call back. you have marvelously succeeded. #15minutesoftorture
76012,81014,@DeltaAssist I was trying to avoid waiting on hold
76016,81018,@AmericanAir requesting a bit of assistance 397 SJU-&gt;MIA and 1324 MIA-&gt;ORD.  397 plane departed late from MIA - layover in-between is 30 min
76019,81021,@AlaskaAir. Guaranteeing you a horrendous experience from the moment you enter the airport.
76029,81032,@JetBlue why has your app not worked in a week? and when trying to log on to TrueBlue online. it never loads.
76037,81041,@united I have a problem
76040,81044,@DeltaAssist I book my delta flights through agent but for 6 mos have never gotten precheck. although my number is in my delta profile???
76043,81047,@AlaskaAir CEO Brad Tilden kicks off Opportunity Washington. http://t.co/48FWID3al5
76044,81048,@JetBlue please don't cancel tonight's 7:45 from LGA to PBI.  I've rebooked 7 times. the weather is fine!
76049,81053,Bruh..  Ya trying to cancel my flight for tomorrow too!? @AmericanAir
76054,81058,@united you got me to DC instead of NYC. But I__m not still in Houston. I__m sure others are in worse shape.
76061,81065,@DeltaAssist Hi. Since JFK has reopened. is there any flight 2 SFO scheduled today? My flight was cancelled but I need to fly out asap. Thnx
76066,81070,@DeltaAssist Will Delta Air Lines Flight 2190 Thurs. from JFK likely leave from terminal 2 on time?
76067,81071,@JetBlue so the flights that were cancelled yesterday. is there any chance of them being moved up to tomorrow?
76073,81077,@AmericanAir You should cancel all your flights and then couldn't treat people like crap.
76083,81087,@DeltaAssist having trouble finding my credit from a cancelled flight. i have my conf#.
76085,81089,DFW @deltaassist seems to be having catering issues. Two days in a row ground forgot to put lunch onboard dfw-dtw :-( #ShuttleAmerica #delta
76086,81090,Looks like @AmericanAir had a problem where TSA would not have: http://t.co/vlbTibnOHK
76090,81094,@AmericanAir are flights into LGAgetting cancelled for Wednesday evening??
76101,81105,Wow! Thanks @VirginAmerica! A bad flight experience is unusual w/you but as expected you completely turned it around! #customer4life
76122,81126,@AmericanAir whats the latest on #1693 Orlando to OHare. Supposed to leave at 3:15. No ones updating us. Natives are getting restless
76123,81127,@AmericanAir #FlightCancelled due to the #SnowStorm #Blizzard. stuck in #NYC?  Come stay with us: http://t.co/8JZOoMMKDX  #NYCBlizzard
76125,81129,Seems to be that getting things resolved the proper way @united doesn't work #worstcustomerservice #customerresolution #complaintresolution
76128,81132,@JetBlue During a #Blizzard2015 I disagree! Everyone was changing flights! My kids were scattered all over plane. not #COOL
76135,81139,@DeltaAssist I don't have conf #s bc I didn't end up booking my flights last night.  I was so upset abt the proposed charge.
76146,81151,Tomorrow at #BOS. it seems @JetBlue has every departure before 3:30pm cancelled. #travel $JBLU #Juno
76161,81166,@DeltaAssist hi. having a check in issue.
76165,81170,@JetBlue I can't load my flight info or checkin online at the website.  Is it having problems?
76166,81171,@united Volunteered to check my carry-on bc there wasn't space--and my bag was damaged. Very disappointing. http://t.co/gYozmWNdSd
76179,81184,@SouthwestAir Never thought i'd see a SWA plane and a de-icing truck in the same pic....
76208,81216,@DeltaAssist Will be flying with you guys ROC-DTW-LHR then on my return flight from CDG to ROC can't wait!
76213,81221,@united pls call me and I will tell you why I am so upset at United. Number is 848 391 9669.
76221,81229,@AmericanAir - Only airline to cancel 80% flights for Wed Jan 28th from JFK and not reinstate the flights after every other airline did...
76230,81238,@DeltaAssist question: my company booked a flight for me today but I forgot to add my sky miles #... Is it too late to add?
76232,81240,@JetBlue Hello. I have a Problem.
76235,81243,Hey @JetBlue! Is JFK back to normal departures? I am procrastinating packing for fear my early morning flight tomorrow will be cancelled!
76240,81248,Believe it or not I'm still waiting to hear back from @JetBlue. #JetBlue
76246,81254,@SouthwestAir looking for deals buf to rsw. late March or early April any to be found?
76249,81257,@AmericanAir I've been trying buy 2 tickets GDL-NYC. no luck. is there a problem with your website from Mex?
76259,81269,@AmericanAir Scorecard for last trip. Of the 4 flight segments scheduled. On time-0. late-4. cancelled-1. missed connections-3.
76260,81270,Booked @SouthwestAir tix home to #ChiTown for my cousin/best friend's wedding! Can't wait for Anna to accept her final rose #TravelTuesday
76265,81275,@DeltaAssist what's with the Delta app? Not working? I'm locked out?
76266,81276,@united hi. I am in san juan. PR. Im flying to UK the 29th. My flight ua1531 is ok. but my home flight ua27 is cancelled. What should I do?
76273,81283,@DeltaAssist lost my drivers license. VT address. Where can I check a lost and found?
76274,81284,Since I can't go on the booze cruise anymore I took that cash and moved it to my VEGAS flight w/ @JetBlue... Mad happy I got a bargain
76280,81290,@AmericanAir please find my missing bag!  I am only in Phoenix for a short time and I need my stuff!!
76282,81292,We Landed and headed to the car. :) 29 degrees I miss Vegas already LOL @SouthwestAir http://t.co/dHgeta3jDr
76283,81293,@SouthwestAir FYI still on hold #southwest #HateWaiting  http://t.co/JuwPb1l2Qy
76287,81297,@AmericanAir attached my AA FF# to a US flight on 1/25. but miles credited to US. Can you help switch this to AA for elite qualifying miles?
76294,81304,My flights got changed and @AmericanAir took the MD-80 off my route. It's why I chose those times of day. I'm missing stuff for nothing.
76299,81309,@DeltaAssist I had an issue with my baggage today and it was very upsetting. Why did this happen?
76300,81310,@AlaskaAir still waiting on my free flight from when u lost all my stuff for a week...
76303,81313,Any word on status of delay for @united 197?  Mechanical? #whenwillweleave
76306,81316,@VirginAmerica LAX lounge staff were beyond amazing tonight -- so patient &amp; kind despite staying later to accommodate delayed flight!
76311,81322,At JFK waiting to go to FL. So far. surprisingly empty here. Fingers crossed @JetBlue
76314,81325,Just an FYI @JetBlue it looks like I may be running a little late for my 7am flight can someone pls let the captain know I'm coming. Thx
76322,81335,@jetblue You have always been quick to respond to me.. Can you DM me a rep I can speak with re: large group issue? No complaints. Just love!
76324,81338,"Oh @JetBlue how I miss you... Options on my flight this morning: ""orange juice or water?"" said harshly. No snacks. No Coffee. #IBleedBLUE."
76325,81339,@JetBlue No email confirmation that my flight has been cancelled? Awesome. really. Definitely going to give you my money again.
76326,81340,@DeltaAssist I'm trying to change my flight on the online. but It shows up a problem message 101621. what should I do? what's the problem?
76330,81345,On wait (at @United Club in Chicago. IL) https://t.co/qHs3Dv5hRs
76331,81346,First class to Oakland. It's been awhile. Missed this great service @AlaskaAir _
76334,81349,@JetBlue thx for getting my daughter home safe before the storm. Switched flights w ease on Monday.
76346,81362,@VirginAmerica After flying United last week..I cant wait to get back on your airline ! Overbooked. crazy baggage fees...not fun at all.
76347,81364,@deltaassist - flew rdu-ATL-cdg-Lin in business class. Bags have been lost &amp; I have nothing. It's freezing here. How much $$ can I spend?!
76349,81366,.@JetBlue Never Again...
76350,81367,@jetblue Im trying to buy more points. that page on the side is no more. On hold on the phone as well. *sigh*
76363,81381,@AmericanAir Trying to book a flight and got set up for a callback. still waiting after the timeframe passed
76367,81386,Yes RT @AmericanAir: I like being a problem solver and having my customers walk away happy_  #GoingForGreat #AATeam http://t.co/MPKDkG54Qx
76370,81389,@JetBlue I need help switching my seat for a flight for tomorrow without being charged. Please contact me directly
76382,81402,Weird that @United didn't let a lady with a tiny baby in a stroller board earlier than group 4. That'll slow us down!
76384,81404,Puerto Rico I am coming. Can't wait to fly out @JetBlue  can't wait to have your blue chips :)
76392,81414,@JetBlue Not a bad way to watch the sunrise! Thanks for the ride!
76403,81427,@SouthwestAir. why suggest that I switch flights. and then steal my EarlyBird boarding? It's paid for. honor it!  #SWAbadservice #noLUV
76405,81429,@DeltaAssist argh. why can i never use my upgrade certificates? 4 certificates that will expire since i can't use them. too late for miles?
76408,81432,@united way to cancel the first day of my friend's trip THEN tell him you can't add a day without him paying a $200 change fee #custserv
76410,81434,Hi @united. any problems expected tomorrow evening at IAH? My flight to SAN is scheduled to leave at 5.43 PM. #Juno
76411,81435,@VirginAmerica Love flying Virgin SFO - LAS. first class all the way &amp; tell everyone who will listen to not bother with UAL or AA.
76418,81442,And she does it again! Showed up at the airport and found out I actually leave tomorrow! Oops..but thank you @AlaskaAir for helping me!
76425,81449,I'm going to lose my Gold status with @AmericanAir! So sad. I wish I had the $650 to keep it. Or I should have traveled more.  #SadDay
76428,81452,@DeltaAssist I missed gold by $61 for 2015. I've been gold for years. I've called and faxed trying to solve this with no help/response.
76429,81453,@united btw your IVR doesn't support an inbound Skype call or some other issue
76434,81458,Paid more money to take a connecting flight &amp; switched back to economy from first cause of a storm that never happened THNX @AmericanAir
76437,81461,@JetBlue I'm on flight 1352 MCO&gt;BOS tomorrow. will there be an issue or am I good to travel? thanks.
76441,81465,@VirginAmerica I'm sad I couldn't find a direct from NWK to Vegas &amp; got stuck on United. I'm back on u next month. I'm sorry I cheated on u
76453,81478,@JetBlue Hi. I have a problem to inform by MD.
76454,81479,.@AmericanAir how do I get the Oxygen mask to come out? The guy next to me smells like his body is the key ingredient in a shit sandwich.
76455,81480,@AmericanAir how long do I wait? Is this timeframe usual? Reasonable? Systematic?
76456,81481,. @VirginAmerica. there's nothing more evil than offering CANNED TUNA on yr menu. the stench of my seatmate's lunch awoke me from my slumber
76463,81488,I miss you @JetBlue!!! Hope all is well :) Trip.  Soon.  Yes.
76465,81490,@AmericanAir is it normal to wait over four months for help? I have a PLATINUM card with you guys and still I wait for some help. WHY???
76469,81494,Thank you to @VirginAmerica for making things right for me after an seating issue. #stillloyal
76470,81495,@AmericanAir Can we teach people to leave room in overhead bins for the bulkhead rows? You had me holding up the line looking for space.
76473,81498,Last flight-freezing. today-yelled at by stewardess! Considering how much I travel. maybe I need to avoid booking @SouthwestAir #frustrated
76483,81508,@AlaskaAir - any idea when 2015 G75 packets will be mailed out? My wife got her MVP but I'm still waiting.
76484,81509,@JetBlue Its fantastic. Your extra room seats. snack boxes. and movies take the stress out of traveling. Thank you!
76485,81510,@AmericanAir a certificate with an expiration date is not a resolution for 2 broken planes.that requires me to spend $ #condenast #refunds
76486,81511,This never happens. @AlaskaAir #emptyseat http://t.co/VT4uB178hA
76496,81523,@JetBlue I hope so because the wallet unequivocally never left the plane
